Date,News,Prediction
22/10/2019, is china facing a gas shortage, INCREASE
22/10/2019, unlikely oil region searches for new investors, INCREASE
22/10/2019, why did saudi arabia just issue 25 billion worth of bonds, INCREASE
22/10/2019, us oil major granted sanctions waiver for venezuela, INCREASE
22/10/2019, rescue operation 115 oil workers airlifted from platform, INCREASE
23/10/2019, brazilian oil giant braces for strikes ahead of 50 billion auction, INCREASE
23/10/2019, the us sues california over rogue emissions deal, INCREASE
23/10/2019, china is desperate to boost shale gas production, INCREASE
23/10/2019, russia and saudi oil giants team up in africa, INCREASE
23/10/2019, california’s electric vehicle dream is turning into a nightmare, INCREASE
23/10/2019, saudi offering smashes expectations despite oil attacks, INCREASE
23/10/2019, sweden is set to ditch wind subsidies, INCREASE
23/10/2019, russias next nuclear power play is underway, INCREASE
23/10/2019, russian oil boss speaks out against opec cuts, INCREASE
24/10/2019, maduro clings to power as venezuelas refugee count hits 5 million, INCREASE
24/10/2019, the world’s trendiest oil blend, INCREASE
24/10/2019, energy ceo calls out the mainstream media for “complete bs”, INCREASE
24/10/2019, this oil giant is waging war on plastic waste, INCREASE
24/10/2019, chinese oil giant suffers as us sanctions sting, INCREASE
24/10/2019, the worlds most exiting oil hedge nears completion, INCREASE
24/10/2019, elon musk bullish on tesla’s energy business, INCREASE
25/10/2019, ford’s shocking new addition to the ev market, DECREASE
25/10/2019, india’s refinery run rates hit 15 year lows, DECREASE
25/10/2019, mining industry grapples with costly climate ultimatum, DECREASE
25/10/2019, washington thwarts maduro’s devious oil debt scheme, DECREASE
25/10/2019, global wind capacity to soar by 1500, DECREASE
25/10/2019, tesla climbs further on another round of positive news, DECREASE
25/10/2019, ohio man busted for selling oil equipment to iran, DECREASE
25/10/2019, millennial voters are ready to fight fossil fuels, DECREASE
28/10/2019, saving citgo the final hope for venezuela’s most important oil asset, INCREASE
28/10/2019, the arctic is russia’s key to lng dominance, INCREASE
28/10/2019, how iran used google to disrupt 5 of global oil production, INCREASE
28/10/2019, iran’s desperate attempt to settle its debts, INCREASE
28/10/2019, a death sentence for small oil  gas drillers, INCREASE
28/10/2019, will the us shale slowdown save opec, INCREASE
28/10/2019, russian oil giant prepares massive 157 billion arctic oil project, INCREASE
28/10/2019, wildfire fears leave 2 million californians without power, INCREASE
29/10/2019, api reports surprise oil inventory draw, DECREASE
29/10/2019, the worlds newest nation holds landmark oil auction, DECREASE
29/10/2019, the surprising winner of the oil  gas exploration race, DECREASE
29/10/2019, bp oil is “finely balanced” at 60, DECREASE
29/10/2019, coal’s slow and painful demise bankrupts another mining giant, DECREASE
29/10/2019, oil companies return to libya despite civil war, DECREASE
29/10/2019, the us sanction attack on iran is far from over, DECREASE
29/10/2019, the aramco ipo is ready to go again, DECREASE
30/10/2019, world’s most controversial pipeline clears final hurdle, DECREASE
30/10/2019, oil spill investigation shutters major north american pipeline, DECREASE
30/10/2019, opec is looking for another member, DECREASE
30/10/2019, tesla’s global expansion is paying off, DECREASE
30/10/2019, uk braces for final verdict on fracking, DECREASE
30/10/2019, chinese oil giant crashes on abysmal earnings report, DECREASE
30/10/2019, russia turns its back on the aramco ipo, DECREASE
30/10/2019, is the brazilian oil boom overhyped, DECREASE
30/10/2019, soaring energy demand leaves southeast asia in a precarious position, DECREASE
31/10/2019, brazils 50 billion oil boom is falling apart, INCREASE
31/10/2019, the surprising 6 billion market born from the ev boom, INCREASE
31/10/2019, ukraine nord stream 2 will “weaken europe”, INCREASE
31/10/2019, north korean hackers hit critical indian nuclear plant, INCREASE
31/10/2019, canadian oil companies can boost production on one condition, INCREASE
31/10/2019, canadian oil companies flee to the us amidst pipeline crisis, INCREASE
31/10/2019, bad news for the worlds most popular beer festival, INCREASE
31/10/2019, the most popular electric car in europe, INCREASE
31/10/2019, another oil major beats expectations despite poor profits, INCREASE
11/11/2019, opec’s no2 seizes market share following saudi oil attacks, DECREASE
11/11/2019, political crisis hurts oil majors in bolivia, DECREASE
11/11/2019, tesla proves it doesn’t need tax credits to survive, DECREASE
11/11/2019, keeping coal alive in the cowboy state, DECREASE
11/11/2019, iran’s most brazen violation of the nuclear deal so far, DECREASE
11/11/2019, another oil major is fleeing the north sea, DECREASE
11/11/2019, trump’s latest trade war comment puts oil prices under pressure, DECREASE
11/11/2019, key canadian oil pipeline finally back online, DECREASE
11/12/2019, tesla’s cybertruck dead last in truck survey, INCREASE
11/12/2019, japan looks to strengthen oil reserves strategy, INCREASE
11/12/2019, 15 billion barrels of oil discovered offshore ghana, INCREASE
11/12/2019, the uncomfortable truth behind iraqs violent protests, INCREASE
11/12/2019, cyprus to continue gas field development despite israel’s objection, INCREASE
11/12/2019, giant oil trader sets record year in 2019, INCREASE
11/12/2019, who will fund this 157 billion mega oil project, INCREASE
11/12/2019, is the 2 trillion aramco target still possible, INCREASE
13/11/2019, oil rebounds on surprise crude draw, INCREASE
13/11/2019, why brazil’s oil auctions will fail again, INCREASE
13/11/2019, even banks have no idea what aramco is worth, INCREASE
13/11/2019, the oil nations that still havent recovered from the 2014 crash, INCREASE
13/11/2019, exxon doubles down on the worlds second largest offshore oilfield, INCREASE
13/11/2019, the one fuel to watch this winter, INCREASE
13/11/2019, military coup leaves world’s largest lithium reserves at risk, INCREASE
13/11/2019, tesla’s newest gigafactory is heading to the heart of europe, INCREASE
14/11/2019, worlds most notorious pipeline battle is heating up again, INCREASE
14/11/2019, tesla faces environmental challenge in european expansion, INCREASE
14/11/2019, will europe cave to trump’s tariff threats, INCREASE
14/11/2019, lithium under fire as ev sales slump, INCREASE
14/11/2019, major oil nation reshuffles government ahead of opec meeting, INCREASE
14/11/2019, consumers will be hit hardest in new york utility clash, INCREASE
15/11/2019, russia plans to boost crude oil exports, DECREASE
15/11/2019, brazil adds to supply glut with major deepwater field, DECREASE
15/11/2019, money managers this is the maximum value of the aramco ipo, DECREASE
15/11/2019, shells big strategy shift in egypt, DECREASE
15/11/2019, soaring chinese demand sparks middle east oil price rally, DECREASE
15/11/2019, flood strikes venice council moments after it rejects climate change measures, DECREASE
18/11/2019, the first sign of a consolidation wave in us shale, DECREASE
18/11/2019, ford takes on tesla with new electric mustang, DECREASE
18/11/2019, saudi crude oil exports drop to 2year low in september, DECREASE
18/11/2019, fukushima set to become a 27 billion renewable energy hub, DECREASE
18/11/2019, california takes drastic step towards reducing emissions, DECREASE
18/11/2019, a huge red flag india shutters power plants citing lack of demand, DECREASE
19/11/2019, more bad news for oil as the api reports a large crude build, INCREASE
19/11/2019, oil major lashes out at new york despite key win in trial, INCREASE
19/11/2019, strike in canada threatens crude by rail shipments, INCREASE
19/11/2019, tesla to expand the world’s largest lithiumion battery, INCREASE
19/11/2019, asian gas glut forces key buyers to cancel orders, INCREASE
19/11/2019, saudi arabias latest trick to boost aramco investment, INCREASE
19/11/2019, mounting costs are posing a serious risk to norway’s oil profits, INCREASE
19/11/2019, us grabs saudi market share in fastest growing oil market, INCREASE
20/11/2019, did qatar know about the saudi oil attacks in advance, INCREASE
20/11/2019, russia to ask opec to tweak output cut deal, INCREASE
20/11/2019, china’s hunger for coal is growing, INCREASE
20/11/2019, russian oil boss opec wont decide on output cuts before 2020, INCREASE
20/11/2019, china slashes renewable subsidies, INCREASE
20/11/2019, kuwait strikes mega supply deal with china’s largest refiner, INCREASE
21/11/2019, opec may extend output cut deal until june 2020, DECREASE
21/11/2019, aramco ipo raises 20 billion in orders, DECREASE
21/11/2019, the us just approved four more lng projects, DECREASE
21/11/2019, supermajor looks to dump 25 billion in oil and gas assets, DECREASE
21/11/2019, us regulators race to save 20 billion of oil  gas resources, DECREASE
21/11/2019, uk oil sector may be hit with more taxes, DECREASE
21/11/2019, maduro pledges 30 million barrels of oil to back shaky cryptocurrency, DECREASE
21/11/2019, alberta premier oil cuts could end earlier, DECREASE
21/11/2019, eia predicts higher oil prices and a jump in us production, DECREASE
22/11/2019, russia’s gazprom raises 3b from stake sale to mystery buyer, DECREASE
22/11/2019, california restaurants sue berkeley over nat gas ban, DECREASE
22/11/2019, kurdistan could soon start shipping 250, DECREASE
22/11/2019, petronas deals blow to aramco won’t buy shares, DECREASE
22/11/2019, oil major faces off against papua government, DECREASE
22/11/2019, us treasury citgo assets won’t be claimed, DECREASE
22/11/2019, canada’s railway strike to cause billions in damage, DECREASE
25/11/2019, renewable investment falls in emerging markets, INCREASE
25/11/2019, china pushes renewables companies to “increase revenue’’, INCREASE
25/11/2019, brazil aims for 18 billion from its sale of key refinery assets, INCREASE
25/11/2019, iran claims to have thwarted an enemy attack on oil assets, INCREASE
25/11/2019, ford stock climbs on electricmustang hype, INCREASE
25/11/2019, musk claims cybertruck orders have surpassed 200, INCREASE
26/11/2019, surprise crude build disappoints oil bulls, INCREASE
26/11/2019, this oil nation is committing 15 billion to the aramco ipo, INCREASE
26/11/2019, eastern europe is turning into an energy battleground, INCREASE
26/11/2019, the highlyanticipated opec meeting finally has a date, INCREASE
26/11/2019, us police promise to protect pipelines from domestic terrorists, INCREASE
26/11/2019, iran’s gasoline consumption plunges after massive price hike, INCREASE
26/11/2019, pemex is still suffering from cyberattack fallout, INCREASE
27/11/2019, leading rare earth miner looks to seal mega deal in the us, DECREASE
27/11/2019, tourism is forcing mexico to build another natural gas pipeline, DECREASE
27/11/2019, shale slowdown continues as oil rig count falls again, DECREASE
27/11/2019, uk oil sector to spend 19 billion on north sea decommissioning, DECREASE
27/11/2019, too little too late canada misses the lng boom, DECREASE
27/11/2019, investors are abandoning “uninvestable” oil service stocks, DECREASE
27/11/2019, iran could have a nuclear bomb within months, DECREASE
27/11/2019, conoco looks to claim citgo assets, DECREASE
27/11/2019, retail investors are warming up to the aramco ipo, DECREASE
27/11/2019, explosion rocks texas refinery, DECREASE
29/11/2019, natural gas prices crash on warm weather warnings, DECREASE
29/11/2019, chinese and emirati firms to bid on brazilian refineries, DECREASE
29/11/2019, maduro spent 5 billion on oil deals as venezuelans went hungry, DECREASE
29/11/2019, saudi aramco’s ipo oversubscribed, DECREASE
29/11/2019, 45 killed as protests in opec’s secondlargest producer escalate, DECREASE
29/11/2019, this opec member is desperate for more foreign investment, DECREASE
29/11/2019, why russia wants to renegotiate the opec deal, DECREASE
12/11/2019, canada’s oil giants are fed up with pipeline delays, INCREASE
